Wavelengths,Intensities,Normalized
555.1854093115386,2535.352755102079,2535.352755102079
555.4133208534654,2535.252914165703,2535.252914165703
555.6412158864649,2535.034804922006,2535.034804922006
555.8690944095313,2534.8734063625825,2534.8734063625825
556.0969564216584,2534.7996278511782,2534.7996278511782
556.3248019218406,2534.874558823567,2534.874558823567
556.5526309090723,2534.652821128489,2534.652821128489
556.7804433823471,2535.720750300159,2535.720750300159
557.0082393406595,2535.3827881152833,2535.3827881152833
557.2360187830037,2535.3978151260876,2535.3978151260876
557.4637817083737,2535.3302160864723,2535.3302160864723
557.6915281157637,2535.933379351777,2535.933379351777
557.919258004168,2535.5844237695455,2535.5844237695455
558.1469713725805,2534.780939375789,2534.780939375789
558.3746682199957,2534.5458373349716,2534.5458373349716
558.6023485454074,2534.8040096038794,2534.8040096038794
558.83001234781,2534.827421968825,2534.827421968825
559.0576596261975,2534.4851830732678,2534.4851830732678
559.2852903795641,2534.1899519808303,2534.1899519808303
559.5129046069042,2534.1645108043604,2534.1645108043604
559.7405023072115,2534.008295318165,2534.008295318165
559.9680834794806,2533.83925570232,2533.83925570232
560.1956481227054,2533.566602641093,2533.566602641093
560.4231962358803,2533.507722088874,2533.507722088874
560.6507278179989,2533.3918127251272,2533.3918127251272
560.8782428680562,2533.369114645897,2533.369114645897
561.1057413850457,2533.381338535453,2533.381338535453
561.3332233679618,2533.2801650660635,2533.2801650660635
561.5606888157985,2532.573181272549,2532.573181272549
561.7881377275503,2532.286239495837,2532.286239495837
562.0155701022111,2532.743295318164,2532.743295318164
562.242985938775,2532.907190876389,2532.907190876389
562.4703852362363,2532.4286524610225,2532.4286524610225
562.6977679935891,2532.0742286915147,2532.0742286915147
562.9251342098277,2532.1557022809493,2532.1557022809493
563.1524838839459,2532.4601500600616,2532.4601500600616
563.3798170149383,2532.3831902761467,2532.3831902761467
563.6071336017989,2532.1327430972765,2532.1327430972765
563.8344336435217,2532.2076650660647,2532.2076650660647
564.061717139101,2532.4047478991965,2532.4047478991965
564.2889840875309,2532.421170468225,2532.421170468225
564.5162344878056,2532.3704111645047,2532.3704111645047
564.7434683389193,2533.6571428571806,2533.6571428571806
564.9706856398661,2533.3554801921146,2533.3554801921146
565.1978863896401,2533.3022208883935,2533.3022208883935
565.4250705872355,2532.930036014443,2532.930036014443
565.6522382316466,2533.1912214886347,2533.1912214886347
565.8793893218674,2532.579126650697,2532.579126650697
566.1065238568922,2531.9291536615037,2531.9291536615037
566.3336418357151,2531.984957983231,2531.984957983231
566.56074325733,2532.2580732293277,2532.2580732293277
566.7878281207314,2532.0119747899535,2532.0119747899535
567.0148964249133,2531.73432773113,2531.73432773113
567.24194816887,2531.4570018007576,2531.4570018007576
567.4689833515955,2531.719345738333,2531.719345738333
567.6960019720841,2531.7960084033984,2531.7960084033984
567.9230040293296,2531.7803211284895,2531.7803211284895
568.1499895223267,2531.5033973589802,2531.5033973589802
568.3769584500692,2531.831836734731,2531.831836734731
568.6039108115514,2532.4532172869526,2532.4532172869526
568.8308466057673,2533.1494477791507,2533.1494477791507
569.0577658317113,2533.301560624288,2533.301560624288
569.2846684883773,2532.9170348139633,2532.9170348139633
569.5115545747597,2532.87688175274,2532.87688175274
569.7384240898525,2533.351110444215,2533.351110444215
569.9652770326499,2533.6466416566996,2533.6466416566996
570.1921134021461,2533.8125000000396,2533.8125000000396
570.4189331973351,2533.7074969988375,2533.7074969988375
570.6457364172114,2534.0878151260877,2534.0878151260877
570.8725230607688,2534.1835984394133,2534.1835984394133
571.0992931270016,2534.3422929172034,2534.3422929172034
571.3260466149039,2534.5811344538206,2534.5811344538206
571.5527835234702,2533.4025390156453,2533.4025390156453
571.779503851694,2533.4398049220054,2533.4398049220054
572.0062075985702,2533.3835504202057,2533.3835504202057
572.2328947630923,2533.406212485032,2533.406212485032
572.4595653442549,2532.6090786314912,2532.6090786314912
572.6862193410519,2532.375639255742,2532.375639255742
572.9128567524776,2533.083805522247,2533.083805522247
573.1394775775261,2533.602833133292,2533.602833133292
573.3660818151918,2533.569537815165,2533.569537815165
573.5926694644685,2533.1961674670247,2533.1961674670247
573.8192405243504,2533.226581632691,2533.226581632691
574.0457949938319,2533.323610444216,2533.323610444216
574.2723328719071,2533.4234513805895,2533.4234513805895
574.4988541575699,2533.1724939976384,2533.1724939976384
574.7253588498147,2533.196917767146,2533.196917767146
574.9518469476355,2533.3516956783087,2533.3516956783087
575.178318450027,2533.4943007203265,2533.4943007203265
575.4047733559825,2533.598523409402,2533.598523409402
575.6312116644966,2533.6005312125226,2533.6005312125226
575.8576333745636,2533.7275900360523,2533.7275900360523
576.0840384851773,2533.692965186113,2533.692965186113
576.3104269953321,2534.1412635054417,2534.1412635054417
576.5367989040222,2534.7667947179243,2534.7667947179243
576.7631542102417,2534.477361944814,2534.477361944814
576.9894929129847,2534.1218547419344,2534.1218547419344
577.2158150112454,2534.333595438213,2534.333595438213
577.4421205040178,2535.006071428609,2535.006071428609
577.6684093902965,2535.189075630291,2535.189075630291
577.894681669075,2535.145363145295,2535.145363145295
578.1209373393481,2535.3091686675048,2535.3091686675048
578.3471764001096,2535.585882352978,2535.585882352978
578.5733988503538,2535.866098439414,2535.866098439414
578.7996046890746,2535.9465486194867,2535.9465486194867
579.0257939152666,2535.9651380552614,2535.9651380552614
579.2519665279235,2536.2390726290896,2536.2390726290896
579.4781225260399,2535.2002160864713,2535.2002160864713
579.7042619086095,2535.403250300157,2535.403250300157
579.9303846746269,2535.463967587073,2535.463967587073
580.1564908230861,2535.6563085234484,2535.6563085234484
580.382580352981,2534.882124849979,2534.882124849979
580.608653263306,2534.996335534252,2534.996335534252
580.8347095530553,2535.613166266545,2535.613166266545
581.0607492212231,2535.904120648297,2535.904120648297
581.2867722668033,2535.6383583433767,2535.6383583433767
581.5127786887901,2535.5163715486556,2535.5163715486556
581.738768486178,2535.7539945978774,2535.7539945978774
581.9647416579609,2535.899618847577,2535.899618847577
582.1906982031328,2535.7334093637814,2535.7334093637814
582.4166381206883,2535.724831932811,2535.724831932811
582.6425614096211,2535.6770018007583,2535.6770018007583
582.8684680689256,2535.9004531813116,2535.9004531813116
583.0943580975959,2535.8691506603036,2535.8691506603036
583.3202314946262,2535.9011194478176,2535.9011194478176
583.5460882590106,2536.031470588272,2536.031470588272
583.7719283897434,2536.03125750304,2536.03125750304
583.9977518858186,2536.1607773109627,2536.1607773109627
584.2235587462304,2536.790195078069,2536.790195078069
584.449348969973,2537.063166266545,2537.063166266545
584.6751225560406,2536.683409363783,2536.683409363783
584.9008795034272,2536.4419357743473,2536.4419357743473
585.1266198111271,2536.9619057623427,2536.9619057623427
585.3523434781343,2537.4438355342513,2537.4438355342513
585.5780505034431,2537.5971368547803,2537.5971368547803
585.8037408860476,2537.4631212485374,2537.4631212485374
586.0294146249421,2537.541995798356,2537.541995798356
586.2550717191207,2537.8088835534595,2537.8088835534595
586.4807121675773,2537.957752100878,2537.957752100878
586.7063359693063,2537.984888955619,2537.984888955619
586.931943123302,2537.929147659101,2537.929147659101
587.1575336285582,2537.975621248536,2537.975621248536
587.3831074840692,2536.483067226929,2536.483067226929
587.6086646888293,2536.5527490996774,2536.5527490996774
587.8342052418325,2536.4107803121624,2536.4107803121624
588.0597291420733,2536.713079231731,2536.713079231731
588.2852363885452,2536.163772509042,2536.163772509042
588.5107269802429,2536.54938775514,2536.54938775514
588.7362009161602,2537.0269177671466,2537.0269177671466
588.9616581952916,2536.9306482593415,2536.9306482593415
589.1870988166311,2536.478058223327,2536.478058223327
589.412522779173,2536.6554471789095,2536.6554471789095
589.6379300819112,2536.75144057627,2536.75144057627
589.8633207238399,2536.8960714286095,2536.8960714286095
590.0886947039535,2536.830561224529,2536.830561224529
590.314052021246,2536.8092346939147,2536.8092346939147
590.5393926747115,2536.8725660264486,2536.8725660264486
590.7647166633441,2536.9553541416944,2536.9553541416944
590.9900239861382,2536.9804231693042,2536.9804231693042
591.2153146420878,2536.9448019208066,2536.9448019208066
591.4405886301872,2537.063112244937,2537.063112244937
591.6658459494304,2537.302533013245,2537.302533013245
591.8910865988116,2537.4420408163633,2537.4420408163633
592.116310577325,2537.3955462185254,2537.3955462185254
592.3415178839648,2537.343109243736,2537.343109243736
592.5667085177249,2537.4249969988377,2537.4249969988377
592.7918824775998,2537.319291716725,2537.319291716725
593.0170397625833,2537.3275840336505,2537.3275840336505
593.2421803716701,2537.203661464624,2537.203661464624
593.4673043038538,2537.2446128451757,2537.2446128451757
593.6924115581289,2537.2463805522575,2537.2463805522575
593.9175021334893,2537.221818727529,2537.221818727529
594.1425760289294,2537.122190876388,2537.122190876388
594.3676332434433,2537.122355942415,2537.122355942415
594.592673776025,2537.1113475390534,2537.1113475390534
594.817697625669,2536.9849309724273,2536.9849309724273
595.042704791369,2536.8758703481762,2536.8758703481762
595.2676952721193,2536.8794267707462,2536.8794267707462
595.4926690669146,2536.699951980831,2536.699951980831
595.7176261747483,2536.5894807923564,2536.5894807923564
595.9425665946148,2536.334711884793,2536.334711884793
596.1674903255087,2536.2941146458957,2536.2941146458957
596.3923973664234,2536.3378361344926,2536.3378361344926
596.6172877163538,2536.446530612282,2536.446530612282
596.8421613742934,2536.3539585834715,2536.3539585834715
597.0670183392368,2536.388058223328,2536.388058223328
597.291858610178,2536.3920378151647,2536.3920378151647
597.5166821861112,2536.368958583471,2536.368958583471
597.7414890660305,2536.4674699880316,2536.4674699880316
597.9662792489302,2536.340216086472,2536.340216086472
598.1910527338043,2536.1971968787884,2536.1971968787884
598.415809519647,2535.939819928009,2535.939819928009
598.6405496054525,2536.008292316965,2536.008292316965
598.8652729902151,2536.015375150097,2536.015375150097
599.0899796729286,2535.9783343337713,2535.9783343337713
599.3146696525873,2535.887286914804,2535.887286914804
599.5393429281856,2535.7749939976366,2535.7749939976366
599.7639994987175,2535.451152461021,2535.451152461021
599.988639363177,2534.917163865582,2534.917163865582
600.2132625205585,2534.309804922006,2534.309804922006
600.4378689698559,2533.8962244898335,2533.8962244898335
600.6624587100636,2533.759918967625,2533.759918967625
600.8870317401756,2533.7566296518976,2533.7566296518976
601.1115880591861,2533.8526650660624,2533.8526650660624
601.3361276660895,2534.0287484994365,2534.0287484994365
601.5606505598796,2534.094546818766,2534.094546818766
601.7851567395509,2534.3549609844317,2534.3549609844317
602.0096462040971,2534.7045948379728,2534.7045948379728
602.2341189525127,2534.909090636292,2534.909090636292
602.4585749837918,2535.2540636254885,2535.2540636254885
602.6830142969285,2535.458589435812,2535.458589435812
602.907436890917,2535.8142857143234,2535.8142857143234
603.1318427647516,2536.1025600240473,2536.1025600240473
603.356231917426,2536.411731692716,2536.411731692716
603.580604347935,2536.5884093637824,2536.5884093637824
603.8049600552723,2536.9676740696664,2536.9676740696664
604.0292990384322,2537.213103241334,2537.213103241334
604.253621296409,2537.5878751500977,2537.5878751500977
604.4779268281965,2538.0378721488964,2538.0378721488964
604.7022156327891,2540.136062425006,2540.136062425006
604.9264877091811,2540.513652461021,2540.513652461021
605.1507430563663,2540.7812755102427,2540.7812755102427
605.3749816733391,2541.106467587072,2541.106467587072
605.5992035590937,2541.71170168071,2541.71170168071
605.823408712624,2541.910129051658,2541.910129051658
606.0475971329245,2541.5944357743488,2541.5944357743488
606.2717688189889,2541.184033613484,2541.184033613484
606.495923769812,2541.5515516206856,2541.5515516206856
606.7200619843873,2542.086932773147,2542.086932773147
606.9441834617095,2542.2510684274084,2542.2510684274084
607.1682882007723,2542.0889765906745,2542.0889765906745
607.3923762005702,2542.0091236494977,2542.0091236494977
607.6164474600972,2542.195639255741,2542.195639255741
607.8405019783474,2542.484837935211,2542.484837935211
608.0645397543152,2542.5796308523786,2542.5796308523786
608.2885607869947,2542.594726890795,2542.594726890795
608.5125650753798,2541.9885084034,2541.9885084034
608.7365526184649,2540.3403811525004,2540.3403811525004
608.9605234152439,2540.621632653098,2540.621632653098
609.1844774647114,2540.942415966423,2540.942415966423
609.4084147658613,2541.3431152461376,2541.3431152461376
609.6323353176876,2542.1195588235664,2542.1195588235664
609.8562391191847,2543.0946548619836,2543.0946548619836
610.0801261693467,2543.2764735894743,2543.2764735894743
610.3039964671677,2543.0123949580216,2543.0123949580216
610.5278500116419,2542.958967587072,2542.958967587072
610.7516868017635,2543.4938745498575,2543.4938745498575
610.9755068365266,2544.0252881152855,2544.0252881152855
611.1993101149254,2544.1033103241684,2544.1033103241684
611.4230966359539,2544.178802521047,2544.178802521047
611.6468663986067,2544.574990996437,2544.574990996437
611.8706194018773,2544.8409843937948,2544.8409843937948
612.0943556447604,2545.12776410568,2545.12776410568
612.3180751262499,2545.088625450216,2545.088625450216
612.5417778453402,2546.584972989233,2546.584972989233
612.765463801025,2546.5962695078415,2546.5962695078415
612.989132992299,2546.4775120048394,2546.4775120048394
613.212785418156,2546.601524609882,2546.601524609882
613.4364210775904,2546.2725660264487,2546.2725660264487
613.6600399695961,2545.6948769508176,2545.6948769508176
613.8836420931673,2545.4948259304106,2545.4948259304106
614.1072274472982,2545.86332232897,2545.86332232897
614.3307960309834,2546.05926770712,2546.05926770712
614.5543478432164,2545.7271758703864,2545.7271758703864
614.7778828829915,2545.5540876350897,2545.5540876350897
615.0014011493032,2545.6943427371316,2545.6943427371316
615.2249026411453,2545.9395798319706,2545.9395798319706
615.448387357512,2545.7949249700246,2545.7949249700246
615.6718552973977,2545.3901530612616,2545.3901530612616
615.8953064597964,2545.1721128451754,2545.1721128451754
616.1187408437022,2544.99120348143,2544.99120348143
616.3421584481094,2543.742950180109,2543.742950180109
616.5655592720121,2541.6344687875535,2541.6344687875535
616.7889433144045,2541.792157863184,2541.792157863184
617.0123105742806,2541.90463985598,2541.90463985598
617.2356610506347,2541.8811554622243,2541.8811554622243
617.458994742461,2542.549648859581,2542.549648859581
617.6823116487535,2542.8514045618626,2542.8514045618626
617.9056117685063,2542.566422569066,2542.566422569066
618.1288951007139,2542.153019207721,2542.153019207721
618.3521616443702,2542.2118937575406,2542.2118937575406
618.5754113984694,2542.5211194478165,2542.5211194478165
618.7986443620059,2542.2594627851518,2542.2594627851518
619.0218605339734,2542.0272659063994,2542.0272659063994
619.2450599133663,2541.789816926808,2541.789816926808
619.4682424991788,2541.690342136891,2541.690342136891
619.6914082904051,2541.4587214886337,2541.4587214886337
619.914557286039,2541.211254501838,2541.211254501838
620.1376894850753,2540.7992316927143,2540.7992316927143
620.3608048865075,2542.3086824730267,2542.3086824730267
620.5839034893302,2541.8153691476973,2541.8153691476973
620.8069852925373,2541.648694477829,2541.648694477829
621.0300502951233,2541.186830732331,2541.186830732331
621.2530984960817,2540.4064615846723,2540.4064615846723
621.4761298944074,2539.5486194478185,2539.5486194478185
621.6991444890941,2539.4352070828713,2539.4352070828713
621.9221422791363,2539.832533013244,2539.832533013244
622.1451232635279,2539.88032112849,2539.88032112849
622.368087441263,2539.7971788715863,2539.7971788715863
622.591034811336,2540.0956692677455,2540.0956692677455
622.8139653727409,2540.773979591874,2540.773979591874
623.036879124472,2541.0772058823904,2541.0772058823904
623.259776065523,2541.1768157263273,2541.1768157263273
623.4826561948886,2541.240825330169,2541.240825330169
623.705519511563,2541.4078601440956,2541.4078601440956
623.92836601454,2541.7499039616223,2541.7499039616223
624.1511957028138,2541.4691416566984,2541.4691416566984
624.3740085753786,2540.273199279748,2540.273199279748
624.5968046312287,2540.550192076867,2540.550192076867
624.8195838693583,2540.5491926771097,2540.5491926771097
625.0423462887612,2541.115531212521,2541.115531212521
625.2650918884319,2541.812680072067,2541.812680072067
625.4878206673643,2541.9994867947544,2541.9994867947544
625.710532624553,2541.512040816364,2541.512040816364
625.9332277589916,2541.4643247299296,2541.4643247299296
626.1559060696746,2541.7038745498576,2541.7038745498576
626.3785675555961,2542.120831332571,2542.120831332571
626.6012122157504,2542.0606782713453,2542.0606782713453
626.8238400491311,2541.864960984431,2541.864960984431
627.0464510547331,2540.0228991597023,2540.0228991597023
627.2690452315501,2539.8245978391737,2539.8245978391737
627.4916225785763,2539.719765906402,2539.719765906402
627.7141830948059,2539.415906362583,2539.415906362583
627.9367267792333,2538.8949519808302,2538.8949519808302
628.1592536308524,2538.6669927971575,2538.6669927971575
628.3817636486573,2538.7585204082015,2538.7585204082015
628.6042568316423,2539.0307412965576,2539.0307412965576
628.8267331788015,2538.685267106881,2538.685267106881
629.0491926891292,2538.0095498199676,2538.0095498199676
629.2716353616194,2537.7956842737485,2537.7956842737485
629.4940611952662,2537.7886884754284,2537.7886884754284
629.7164701890639,2537.6739285714675,2537.6739285714675
629.9388623420068,2537.3091956783087,2537.3091956783087
630.1612376530886,2536.9293967587423,2536.9293967587423
630.383596121304,2536.554708883591,2536.554708883591
630.6059377456468,2536.362992196917,2536.362992196917
630.8282625251112,2536.931101440613,2536.931101440613
631.0505704586915,2538.7284393757877,2538.7284393757877
631.2728615453816,2538.634333733531,2538.634333733531
631.4951357841761,2538.6758133253666,2538.6758133253666
631.7173931740687,2538.7427310924754,2538.7427310924754
631.9396337140538,2538.404432773148,2538.404432773148
632.1618574031255,2537.6814525810714,2537.6814525810714
632.384064240278,2537.6559423769886,2537.6559423769886
632.6062542245054,2538.1209573829915,2538.1209573829915
632.8284273548019,2538.1715666266878,2538.1715666266878
633.0505836301616,2537.8276440576606,2537.8276440576606
633.2727230495788,2537.4168277311296,2537.4168277311296
633.4948456120475,2537.5218937575414,2537.5218937575414
633.7169513165618,2537.674846938815,2537.674846938815
633.9390401621162,2537.493358343376,2537.493358343376
634.1611121477046,2537.3399279712276,2537.3399279712276
634.3831672723211,2537.372178871587,2537.372178871587
634.6052055349601,2537.414033613484,2537.414033613484
634.8272269346154,2535.7992316927157,2535.7992316927157
635.0492314702816,2535.506185474229,2535.506185474229
635.2712191409523,2535.394429771948,2535.394429771948
635.4931899456224,2534.9380192077206,2534.9380192077206
635.7151438832854,2534.918115246137,2534.918115246137
635.9370809529358,2535.383976590674,2535.383976590674
636.1590011535676,2535.4315516206866,2535.4315516206866
636.3809044841751,2534.782764105679,2534.782764105679
636.6027909437524,2534.3878691476966,2534.3878691476966
636.8246605312936,2534.5122268907935,2534.5122268907935
637.0465132457929,2534.735318127289,2534.735318127289
637.2683490862445,2534.2576950780685,2534.2576950780685
637.4901680516425,2533.794294717926,2533.794294717926
637.7119701409811,2533.508322328969,2533.508322328969
637.9337553532544,2533.6211734694243,2533.6211734694243
638.1555236874566,2533.3955822329303,2533.3955822329303
638.3772751425819,2533.209963985632,2533.209963985632
638.5990097176244,2534.062154861983,2534.062154861983
638.8207274115783,2536.0210054021995,2536.0210054021995
639.0424282234376,2536.087542016845,2536.087542016845
639.2641121521967,2536.0884063625836,2536.0884063625836
639.4857791968496,2536.335783313363,2536.335783313363
639.7074293563908,2535.691911764743,2535.691911764743
639.9290626298138,2535.265039015645,2535.265039015645
640.1506790161133,2535.5753211284896,2535.5753211284896
640.3722785142832,2535.9094237695454,2535.9094237695454
640.5938611233178,2535.9827010804706,2535.9827010804706
640.8154268422112,2535.6443397359326,2535.6443397359326
641.0369756699575,2535.690906362583,2535.690906362583
641.258507605551,2535.8679381753095,2535.8679381753095
641.4800226479858,2535.973757503038,2535.973757503038
641.7015207962561,2535.8733283313695,2535.8733283313695
641.9230020493558,2536.0122689076015,2536.0122689076015
642.1444664062793,2536.1977851140846,2536.1977851140846
642.3659138660208,2536.3918247299302,2536.3918247299302
642.5873444275745,2534.5984363745874,2534.5984363745874
642.8087580899343,2534.699183673508,2534.699183673508
643.0301548520944,2534.542004801959,2534.542004801959
643.2515347130492,2534.542698079267,2534.542698079267
643.4728976717927,2534.9942527011176,2534.9942527011176
643.6942437273188,2535.5231062425346,2535.5231062425346
643.9155728786224,2535.5373199280093,2535.5373199280093
644.1368851246968,2534.9739285714663,2534.9739285714663
644.3581804645368,2534.8401680672664,2534.8401680672664
644.5794588971361,2535.1396728691852,2535.1396728691852
644.8007204214891,2535.2575690276485,2535.2575690276485
645.02196503659,2534.9366986795085,2534.9366986795085
645.243192741433,2534.743349339772,2534.743349339772
645.4644035350119,2534.798142256941,2534.798142256941
645.6855974163212,2534.749990996437,2534.749990996437
645.9067743843551,2534.5246308523792,2534.5246308523792
646.1279344381074,2534.380027010843,2534.380027010843
646.3490775765724,2534.585570228129,2534.585570228129
646.5702037987446,2535.841488595475,2535.841488595475
646.7913131036179,2535.8372509003975,2535.8372509003975
647.0124054901862,2535.9774219688275,2535.9774219688275
